force_stable : True
cuda_device : 0
aux_device : 1
base_epoch : 0
eos_m_token : EOS_M
base_iter : 0
beam_len_bonus : 0.5
max_turn : 10
trunc_turn : 999
mode : unknown
m : SEDST
prev_z_method : none
last_turn_only : False
u_max_ts : 100
freq_thres : 0
q_hidden_size : 50
vocab_size : 832
embedding_size : 50
hidden_size : 50
split : (3, 1, 1)
lr : 0.001
lr_decay : 0.5
vocab_path : ./vocab/vocab09_slot_space.pkl
data : ./data/CamRest676/CamRest676.json
entity : ./data/CamRest676/CamRestOTGY.json
db : ./data/CamRest676/CamRestDB.json
glove_path : ./data/glove/glove.6B.50d.txt
batch_size : 32
degree_size : 5
z_length : 12
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
cuda : False
spv_proportion : 50
alpha : 0.1
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : ./models/camrest.pkl
result_path : ./results/camrest.csv
teacher_force : 100
beam_search : False
beam_size : 5
sampling : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_latent,latent,generated_response,response,u_len,m_len,supervised
595,0,hi can you help me find a restauant in the west side of the city ? >,west west none EOS_Z1 none none none none none none none,west none none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,what type of cuisine or price range would you prefer ?,18,12,True
543,0,can you find me a restaurant in the north part of the city ?,north north none EOS_Z1 none none none none none none none,north none none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,"there are 9 matching records in the north , what price range do you want ?",15,17,True
670,0,can you give me the phone number of a moderately priced restaurant in the north part of town ?,north moderately priced EOS_Z1 none none none none none none none,north none moderate EOS_Z1 none none phone none none none none,name_SLOT is is . . .,the phone number for name_SLOT is phone_SLOT . is there anything else i can help you with ?,20,19,True
611,0,i am looking for a malaysian restaurant in the east part of town .,east malaysian malaysian EOS_Z1 none none none none none none none,east malaysian none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,there are no malaysian restaurants on the east side of town .,15,13,True
651,0,hello . i 'm trying to find a restaurant that serves swiss food . can you recommend anything to me ?,swiss swiss none EOS_Z1 none none none none none none none,none swiss none EOS_Z1 none none none none none none none,name_SLOT is is . . . . .,unfortunately there are no restaurants that serve swiss food in this area . would you consider trying a different cuisine ?,22,22,True
635,0,i would like a barbeque restaurant .,barbeque barbeque barbeque EOS_Z1 none none none none none none none,none barbeque none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,"where would you like to search for a restaurant , and what price range would you prefer ?",8,19,True
667,0,i am looking for a restaurant that serves irish food and is in the expensive price range .,irish irish expensive EOS_Z1 none none none none none none none,none irish expensive EOS_Z1 none none none none none none none,name_SLOT is irish irish irish irish irish irish irish irish irish .,there is not a restaurant serving irish food in the expensive price range . would you like another restaurant ?,19,21,True
652,0,"i would like a cheap restaurant in the east part of town , please .",east cheap cheap EOS_Z1 none none none none none none none,east none cheap EOS_Z1 none none none none none none none,name_SLOT is is . . . .,the only cheap restaurant in the east part of tow is name_SLOT .,16,14,True
662,0,i would like a cheap restaurant that serves malaysian food,malaysian malaysian cheap EOS_Z1 none none none none none none none,none malaysian cheap EOS_Z1 none none none none none none none,name_SLOT is malaysian malaysian malaysian malaysian malaysian is . .,"i 'm sorry , there are no restaurants in the city that serve malaysian food . can i help you find another restaurant ?",11,25,True
573,0,hello . can you help me find the address of an inexpensive restaurant in the south part of town ?,south inexpensive inexpensive EOS_Z1 none none none none none none none,south none cheap EOS_Z1 address none none none none none none,name_SLOT is is . . . . .,there are two restaurants that are in the cheap price range and in the south part of town . would you like food_SLOT or food_SLOT food ?,21,28,True
541,0,can you help me find a russian restaurant ?,russian russian russian EOS_Z1 none none none none none none none,none russian none EOS_Z1 none none none none none none none,name_SLOT is is . . . . .,"i 'm sorry , there are russian restaurants . do you have a secondary choice ?",10,17,True
674,0,hi . i 'm trying to find a good restaurant in the south part of town .,south south south EOS_Z1 none none none none none none none,south none none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,there are several good restaurants in the south part of town . do you have a preference for the type of food or price range ?,18,27,True
608,0,i 'd like a jamaican restaurant please .,jamaican jamaican none EOS_Z1 none none none none none none none,none jamaican none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,"there are no jamaican restaurants , would you care for another type of food ?",9,16,True
596,0,i am looking for a cuban restaurant in the north part of town .,north cuban north EOS_Z1 none none none none none none none,north cuban none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,"i am sorry , i could not find any cuban restaurants for you in the north part of town . is there a different type of food you would like me to search for instead ?",15,37,True
590,0,i am looking for a cheap restaurant in the north part of town .,north cheap cheap EOS_Z1 none none none none none none none,north none cheap EOS_Z1 none none none none none none none,name_SLOT is is . . . .,what food type are you looking for ?,15,9,True
606,0,i would like a cheap restaurant in the south part of town .,south cheap cheap EOS_Z1 none none none none none none none,south none cheap EOS_Z1 none none none none none none none,name_SLOT is is . . . . .,name_SLOT is a food_SLOT restaurant in south . is this ok ?,14,13,True
614,0,i am looking for a restaurant in the north part of town that is in the cheap price range .,north cheap cheap EOS_Z1 none none none none none none none,north none cheap EOS_Z1 none none none none none none none,name_SLOT is is . . . .,name_SLOT is in the north part of town and is in the cheap price range .,21,17,True
630,0,i would like an expensive restaurant in the south part of town,south expensive expensive EOS_Z1 none none none none none none none,south none expensive EOS_Z1 none none none none none none none,name_SLOT is is . . . .,"there are food_SLOT , food_SLOT , food_SLOT and food_SLOT restaurants in the area . are there any food type in particular you would like ?",13,26,True
641,0,"a restaurant in the moderately priced range , please",moderately moderately priced EOS_Z1 none none none none none none none,none none moderate EOS_Z1 none none none none none none none,name_SLOT is is is .,there is a lot of restaurants in the moderate priced range . please tell me the area or the food you would like today .,10,26,True
642,0,please recommend me a cheap restaurant in the north .,north cheap cheap EOS_Z1 none none none none none none none,north none cheap EOS_Z1 none none none none none none none,name_SLOT is is . . . .,name_SLOT is in the north part of town and in the cheap price range . would you like their location ?,11,22,True
661,0,i would like a moderately priced restaurant in the north part of town,north moderately priced EOS_Z1 none none none none none none none,north none moderate EOS_Z1 none none none none none none none,name_SLOT is is . . .,"there are two moderately priced restaurants in the north , an food_SLOT restaurant and a food_SLOT restaurant . would you like more information ?",14,25,True
610,0,i would like a restaurant in the west part of town that serves international food,west international none EOS_Z1 none none none none none none none,west international none EOS_Z1 none none none none none none none,name_SLOT is is . . . . .,sorry but there is not matching restaurants serving international food in the west .,16,15,True
557,1,"i 'm sorry , there are no fusion restaurants listed in the pricerange_SLOT price range . would you like to try something else ? EOS_M how about mediterranean food ?",none mediterranean none EOS_Z1 none none none none none none none,none mediterranean expensive EOS_Z1 none none none none none none none,name_SLOT is is . . . .,there are two restaurants serving mediterranean food in the expensive price range . your options are name_SLOT or name_SLOT .,31,21,True
579,1,"i apologize , there are no restaurants in the expensive price range that serve welsh food . would you like a different type of food ? EOS_M how about korean food ?",none korean none EOS_Z1 none none none none none none none,none korean expensive EOS_Z1 none none none none none none none,name_SLOT is is . . .,name_SLOT is an expensive korean restaurant . is there anything else i can help you with ?,33,18,True
658,1,there is not a restaurant serving japanese food . would you like a different type food ? EOS_M is there anything in the area for chinese food ?,none japanese none EOS_Z1 none none none none none none none,none chinese none EOS_Z1 none none none none none none none,name_SLOT is is . . .,there is name_SLOT in city area_SLOT,29,7,True
656,1,i can not locate a cheap greek restaurant . is there another one that you are interested in . EOS_M please check for italian food . i will also need the address and phone number .,none italian none EOS_Z1 none none none none none none none,none italian cheap EOS_Z1 address none phone none none none none,name_SLOT is is . . .,"there are 5 <unk> for italian food in the cheap price range . is there an area of town that <unk> best for you area_SLOT , area_SLOT , or area_SLOT ?",37,32,True
594,1,there are no restaurants serving swedish food . EOS_M how about asian oriental type of food ?,none oriental none EOS_Z1 none none none none none none none,none none none EOS_Z1 none none none none none none none,name_SLOT is is is . .,name_SLOT serves asian oriental food in the area_SLOT of town . would you like their number ?,18,18,True
568,1,name_SLOT is a food_SLOT restaurant in the area_SLOT EOS_M i need something that 's in the east part of town .,none none none EOS_Z1 none none none none none none none,east none moderate EOS_Z1 none none none none none none none,name_SLOT is is . . .,name_SLOT is moderately priced and located at address_SLOT phone_SLOT .,22,11,True
657,1,the name_SLOT is a nice restaurant in the north part of town and is in the moderate price range . would you like their location ? EOS_M yes please .,none none none EOS_Z1 none none none none none none none,north none moderate EOS_Z1 address none none none none none none,name_SLOT is is . . .,the name_SLOT is located at address_SLOT,31,7,True
605,1,what type of food are you looking for ? EOS_M i do n't care .,none none none EOS_Z1 none none none none none none none,south none expensive EOS_Z1 none none none none none none none,name_SLOT is is . . .,name_SLOT is a food_SLOT restaurant in the south part of town an has an expensive price range .,16,19,True
621,1,what is the area you would like ? EOS_M west side of town .,none corsica none EOS_Z1 none none none none none none none,west corsica none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,there are no matching restaurants . would you like me to perform another search ?,15,16,True
540,1,there are no german restaurants in the west part of town . would you like to make another query ? EOS_M how about italian ?,none italian none EOS_Z1 none none none none none none none,west italian none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,there are several italian restaurants in the west part of town . name_SLOT is pricerange_SLOT and name_SLOT is pricerange_SLOT . would you like the address of one of those ?,26,31,True
595,1,what type of cuisine or price range would you prefer ? EOS_M i dont care the type of cuisine but can you find me something in the west ?,none cuisine none EOS_Z1 none none none none none none none,west none none EOS_Z1 none none none none none none none,name_SLOT is is . . .,name_SLOT is a nice food_SLOT restaurant in the west part of town .,30,14,True
543,1,"there are 9 matching records in the north , what price range do you want ? EOS_M i do n't care .",none none none EOS_Z1 none none none none none none none,north none none EOS_Z1 none none none none none none none,name_SLOT is is . . .,is there a certain type of food that you would like ?,23,13,True
670,1,"the phone number for name_SLOT is phone_SLOT . is there anything else i can help you with ? EOS_M yes , is there another moderately priced restaurant in the north ?",none none none EOS_Z1 none none none none none none none,north none moderate EOS_Z1 none none none none none none none,name_SLOT is is . . .,"name_SLOT is a moderately priced restaurant in the north of town , and it serves food_SLOT food . would you like the phone number ?",32,26,True
611,1,there are no malaysian restaurants on the east side of town . EOS_M how about indian food ?,none indian none EOS_Z1 none none none none none none none,east indian none EOS_Z1 none none none none none none none,name_SLOT is is . . .,name_SLOT serves indian food and is on the east side of town .,19,14,True
651,1,unfortunately there are no restaurants that serve swiss food in this area . would you consider trying a different cuisine ? EOS_M oh okay . what are my choices for british food then ?,none british none EOS_Z1 none none none none none none none,none british none EOS_Z1 none none none none none none none,name_SLOT is is . . .,there are several restaurants that serve british food in this area . name_SLOT has great food in a pricerange_SLOT price range . it is located at address_SLOT .,35,29,True
635,1,"where would you like to search for a restaurant , and what price range would you prefer ? EOS_M i do not care about the price range or location .",none none none EOS_Z1 none none none none none none none,none barbeque none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,there are no restaurants serving barbeque .,31,8,True
667,1,there is not a restaurant serving irish food in the expensive price range . would you like another restaurant ? EOS_M is there an expensive korean restaurant ?,none korean none EOS_Z1 none none none none none none none,none korean expensive EOS_Z1 none none none none none none none,name_SLOT is is . . .,"yes , name_SLOT is a korean restaurant in the expensive price range .",29,14,True
652,1,"the only cheap restaurant in the east part of tow is name_SLOT . EOS_M address and phone number , please",none cheap none EOS_Z1 none none none none none none none,east none cheap EOS_Z1 address none phone none none none none,name_SLOT is is is . .,the address for name_SLOT is address_SLOT and the phone number is phone_SLOT .,21,14,True
662,1,"i 'm sorry , there are no restaurants in the city that serve malaysian food . can i help you find another restaurant ? EOS_M is there a cheap european restraunt ?",none malaysian none EOS_Z1 none none none none none none none,none european cheap EOS_Z1 none none none none none none none,name_SLOT is is . . .,yes . i found name_SLOT . it is a cheap restaurant serving food_SLOT food and in the area_SLOT of town . would you like the address and phone number ?,33,31,True
573,1,there are two restaurants that are in the cheap price range and in the south part of town . would you like food_SLOT or food_SLOT food ? EOS_M chinese food,none chinese none EOS_Z1 none none none none none none none,south chinese cheap EOS_Z1 none none none none none none none,name_SLOT is is . . .,name_SLOT is chinese . would you like the phone number ?,31,12,True
541,1,"i 'm sorry , there are russian restaurants . do you have a secondary choice ? EOS_M yes , what about european type food ?",none russian none EOS_Z1 none none none none none none none,none european none EOS_Z1 none none none none none none none,name_SLOT is is . . .,please wait a moment while i check for european restaurants for you,26,13,True
674,1,"there are several good restaurants in the south part of town . do you have a preference for the type of food or price range ? EOS_M yes , i 'd like a restaurant that serves portuguese food .",none portuguese none EOS_Z1 none none none none none none none,south portuguese none EOS_Z1 none none none none none none none,name_SLOT is portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese portuguese .,name_SLOT is the only restaurant i can find in the south that serves portuguese .,40,16,True
608,1,"there are no jamaican restaurants , would you care for another type of food ? EOS_M alright then . how about portuguese ?",none portuguese none EOS_Z1 none none none none none none none,none portuguese none EOS_Z1 none none none none none none none,name_SLOT is is . . .,"there are two , name_SLOT as well as name_SLOT in the area_SLOT part of the city , do you have a preference ?",24,24,True
596,1,"i am sorry , i could not find any cuban restaurants for you in the north part of town . is there a different type of food you would like me to search for instead ? EOS_M i still want the north part of town , but look for asian oriental food instead please .",none oriental none EOS_Z1 none none none none none none none,north none none EOS_Z1 none none none none none none none,name_SLOT is is . . . .,name_SLOT is located in the north part of town and serves asian oriental food . would you like their address ?,56,22,True
590,1,what food type are you looking for ? EOS_M i do n't care what type of food it is .,none none none EOS_Z1 none none none none none none none,north none cheap EOS_Z1 none none none none none none none,name_SLOT is is . . . .,"there is name_SLOT and name_SLOT , both are in the north area and in the cheap price range .",21,20,True
606,1,name_SLOT is a food_SLOT restaurant in south . is this ok ? EOS_M what is the price range there ?,none none none EOS_Z1 none none none none none none none,south none cheap EOS_Z1 none none none none none none pricerange,name_SLOT is is . . .,name_SLOT is in the cheap price range .,21,9,True
614,1,name_SLOT is in the north part of town and is in the cheap price range . EOS_M can i have something else ?,none cheap none EOS_Z1 none none none none none none none,north none cheap EOS_Z1 none none none none none none none,name_SLOT is is . . . .,name_SLOT serves is in the north part of town and in the cheap price range . would you like their location ?,24,23,True
630,1,"there are food_SLOT , food_SLOT , food_SLOT and food_SLOT restaurants in the area . are there any food type in particular you would like ? EOS_M i do n't care .",none none none EOS_Z1 none none none none none none none,south none expensive EOS_Z1 none none none none none none none,name_SLOT is is . . .,name_SLOT is a food_SLOT restaurant located in the south part of town and is in the expensive price range .,32,21,True
641,1,"there is a lot of restaurants in the moderate priced range . please tell me the area or the food you would like today . EOS_M okay , would it help to narrow it down to the west part of town ? i am having trouble deciding what i want to eat today .",none none none EOS_Z1 none none none none none none none,west none moderate EOS_Z1 none none none none none none none,name_SLOT is is . . . .,"name_SLOT is an food_SLOT restaurant in the west part of town , and is in the moderate price range .",55,21,True
642,1,name_SLOT is in the north part of town and in the cheap price range . would you like their location ? EOS_M yes .,none cheap none EOS_Z1 none none none none none none none,north none cheap EOS_Z1 address none none none none none none,name_SLOT is is . . . .,they are located at address_SLOT,25,6,True
661,1,"there are two moderately priced restaurants in the north , an food_SLOT restaurant and a food_SLOT restaurant . would you like more information ? EOS_M what is the address of anyone of them ?",none none none EOS_Z1 none none none none none none none,north none moderate EOS_Z1 address none none none none none none,name_SLOT is is . . .,the name_SLOT is a moderately priced food_SLOT restaurant in the north located at address_SLOT . can i be of further assistance ?,35,23,True
610,1,sorry but there is not matching restaurants serving international food in the west . EOS_M is there any restaurant in the east that serves international food ?,none international none EOS_Z1 none none none none none none none,east international none EOS_Z1 none none none none none none none,name_SLOT is is is . .,"yes , name_SLOT serves international food and is located in the east part of town .",28,17,True
557,2,there are two restaurants serving mediterranean food in the expensive price range . your options are name_SLOT or name_SLOT . EOS_M what is the address and phone number of one of them ?,none mediterranean none EOS_Z1 none none none none none none none,none mediterranean expensive EOS_Z1 address none phone none none none none,name_SLOT is is . . . .,"name_SLOT 's address is address_SLOT , phone number phone_SLOT .",34,11,True
579,2,"name_SLOT is an expensive korean restaurant . is there anything else i can help you with ? EOS_M yes , i would like their address and what part of town they are located in .",none korean none EOS_Z1 none none none none none none none,none korean expensive EOS_Z1 address none none none none area none,name_SLOT is is . . .,name_SLOT is located in the area_SLOT of town and the address is address_SLOT .,36,15,True
658,2,there is name_SLOT in city area_SLOT EOS_M what is the address and phone number of charlie chan ?,none japanese none EOS_Z1 none none none none none none none,none chinese none EOS_Z1 address none phone none none none none,name_SLOT is is . . .,"the address is address_SLOT , postcode postcode_SLOT , and the phone number is phone_SLOT",19,15,True
656,2,"there are 5 <unk> for italian food in the cheap price range . is there an area of town that <unk> best for you area_SLOT , area_SLOT , or area_SLOT ? EOS_M it does n't matter .",none italian none EOS_Z1 none none none none none none none,none italian cheap EOS_Z1 none none none none none none none,name_SLOT is is is . .,how about name_SLOT ? it is located at address_SLOT and the phone number is phone_SLOT .,38,17,True
594,2,"name_SLOT serves asian oriental food in the area_SLOT of town . would you like their number ? EOS_M no thank you . i just need the address and postcode , please .",none oriental none EOS_Z1 none none none none none none none,none none none EOS_Z1 address none none postcode none none none,name_SLOT is is . . . .,name_SLOT is located at address_SLOT and their postcode is postcode_SLOT . is there anything else i can assist you with ?,33,22,True
568,2,name_SLOT is moderately priced and located at address_SLOT phone_SLOT . EOS_M what is the phone number ?,none none none EOS_Z1 none none none none none none none,east none moderate EOS_Z1 none none phone none none none none,name_SLOT is is . .,name_SLOT 's phone number is phone_SLOT . is there anything else i can help you with today ?,18,19,True
657,2,the name_SLOT is located at address_SLOT EOS_M phone number ?,none none none EOS_Z1 none none none none none none none,north none moderate EOS_Z1 none none phone none none none none,name_SLOT is is . .,the name_SLOT 's phone number is phone_SLOT . is there anything else i can help you with ?,11,19,True
605,2,name_SLOT is a food_SLOT restaurant in the south part of town an has an expensive price range . EOS_M could you please give me the address and phone number ?,none none none EOS_Z1 none none none none none none none,south none expensive EOS_Z1 address none phone none none none none,name_SLOT is is . . .,name_SLOT is located at address_SLOT and can be reached at phone_SLOT .,31,13,True
621,2,there are no matching restaurants . would you like me to perform another search ? EOS_M how about italian food instead and could i have the phone number if you find a restaurant,none italian none EOS_Z1 none none none none none none none,west italian none EOS_Z1 none none phone none none none none,name_SLOT is is . . . .,name_SLOT is a pricerange_SLOT priced italian restaurant in the west side of town . the phone number is phone_SLOT .,34,21,True
540,2,there are several italian restaurants in the west part of town . name_SLOT is pricerange_SLOT and name_SLOT is pricerange_SLOT . would you like the address of one of those ? EOS_M what is the phone number of one of them ?,none italian none EOS_Z1 none none none none none none none,west italian none EOS_Z1 none none phone none none none none,name_SLOT is is . . . .,"the phone number to name_SLOT , which is pricerange_SLOT priced , is phone_SLOT . is there anything else i can assist you with today ?",42,26,True
595,2,"name_SLOT is a nice food_SLOT restaurant in the west part of town . EOS_M ok , and the phone number and address ?",none none none EOS_Z1 none none none none none none none,west none none EOS_Z1 address none phone none none none none,name_SLOT is is . . .,the phone number for name_SLOT is phone_SLOT and is located at address_SLOT,24,13,True
543,2,"is there a certain type of food that you would like ? EOS_M yes , i would like world food .",none none none EOS_Z1 none none none none none none none,north world none EOS_Z1 none none none none none none none,name_SLOT is is . . . . .,"i am sorry , i ca n't find any restaurant serves world food in the north . is there another type of food or area you might be interested in today ?",22,33,True
670,2,"name_SLOT is a moderately priced restaurant in the north of town , and it serves food_SLOT food . would you like the phone number ? EOS_M yes , i would like their phone number and postcode , please .",none none none EOS_Z1 none none none none none none none,north none moderate EOS_Z1 none none phone postcode none none none,name_SLOT is is . . . .,the phone number is phone_SLOT . and the postcode is postcode_SLOT .,40,13,True
611,2,"name_SLOT serves indian food and is on the east side of town . EOS_M perfect , may i have the address and phone number please ?",none indian none EOS_Z1 none none none none none none none,east indian none EOS_Z1 address none phone none none none none,name_SLOT is is . . .,the phone number for name_SLOT is phone_SLOT and they are located at address_SLOT . can i help you with anything else today ?,27,24,True
651,2,there are several restaurants that serve british food in this area . name_SLOT has great food in a pricerange_SLOT price range . it is located at address_SLOT . EOS_M what is the phone number ?,none british none EOS_Z1 none none none none none none none,none british none EOS_Z1 none none phone none none none none,name_SLOT is is is . .,their phone number is phone_SLOT .,36,7,True
635,2,"there are no restaurants serving barbeque . EOS_M do you have an address , phone number and postcode for a north american food restaurant ?",none none none EOS_Z1 none none none none none none none,north none none EOS_Z1 address none phone postcode none none none,name_SLOT is is . . .,"the name_SLOT is at address_SLOT , post code postcode_SLOT . the phone number is phone_SLOT .",26,17,True
667,2,"yes , name_SLOT is a korean restaurant in the expensive price range . EOS_M great ! can you give me the address and area of little seoul ?",none korean none EOS_Z1 none none none none none none none,none korean expensive EOS_Z1 address none none none none area none,name_SLOT is is . . .,name_SLOT is located at address_SLOT . may i help you with anything else today ?,29,16,True
652,2,the address for name_SLOT is address_SLOT and the phone number is phone_SLOT . EOS_M thank you good bye,none none none EOS_Z1 none none none none none none none,east none cheap EOS_Z1 none none none none none none none,name_SLOT is is . .,thank you for calling . goodbye .,19,8,True
662,2,yes . i found name_SLOT . it is a cheap restaurant serving food_SLOT food and in the area_SLOT of town . would you like the address and phone number ? EOS_M of course,none malaysian none EOS_Z1 none none none none none none none,none european cheap EOS_Z1 address none phone none none none none,name_SLOT is is . . .,name_SLOT is located at address_SLOT and its phone number is phone_SLOT . is there anything else i can help you with ?,34,23,True
573,2,"name_SLOT is chinese . would you like the phone number ? EOS_M no , just the address please",none chinese none EOS_Z1 none none none none none none none,south chinese cheap EOS_Z1 address none none none none none none,name_SLOT is is . . .,name_SLOT is located at address_SLOT .,19,7,True
541,2,"please wait a moment while i check for european restaurants for you EOS_M if you find a european restaurant , i would also like the address and phone number .",none european none EOS_Z1 none none none none none none none,none european none EOS_Z1 address none phone none none none none,name_SLOT is is . . .,"name_SLOT serves european food , their phone number is phone_SLOT and address is address_SLOT",31,15,True
674,2,name_SLOT is the only restaurant i can find in the south that serves portuguese . EOS_M nandos sounds great . thank you .,none portuguese none EOS_Z1 none none none none none none none,south portuguese none EOS_Z1 none none none none none none none,name_SLOT is is . . .,thank you good bye,24,5,True
608,2,"there are two , name_SLOT as well as name_SLOT in the area_SLOT part of the city , do you have a preference ? EOS_M may i have the phone number and address for the south location ?",none portuguese none EOS_Z1 none none none none none none none,south portuguese none EOS_Z1 address none phone none none none none,name_SLOT is is . . .,"the address is address_SLOT , and the phone number is phone_SLOT . can i help you with anything else ?",38,21,True
596,2,"name_SLOT is located in the north part of town and serves asian oriental food . would you like their address ? EOS_M yes , i would like their address and phone number , please .",none oriental none EOS_Z1 none none none none none none none,north none none EOS_Z1 address none phone none none none none,name_SLOT is is . . . .,the phone number for name_SLOT is phone_SLOT and their address is address_SLOT . would you like anything else ?,36,20,True
590,2,"there is name_SLOT and name_SLOT , both are in the north area and in the cheap price range . EOS_M what are their phone numbers ?",none none none EOS_Z1 none none none none none none none,north none cheap EOS_Z1 none none phone none none none none,name_SLOT is is . . .,"name_SLOT is at phone_SLOT , and name_SLOT is at phone_SLOT .",27,12,True
606,2,name_SLOT is in the cheap price range . EOS_M excellent . what is their address and phone number ?,none none none EOS_Z1 none none none none none none none,south none cheap EOS_Z1 address none phone none none none none,name_SLOT is is . . .,the phone number and address are phone_SLOT address_SLOT,20,9,True
614,2,name_SLOT serves is in the north part of town and in the cheap price range . would you like their location ? EOS_M what is the address ?,none none none EOS_Z1 none none none none none none none,north none cheap EOS_Z1 address none none none none none none,name_SLOT is is . . . .,their address is address_SLOT,29,5,True
630,2,name_SLOT is a food_SLOT restaurant located in the south part of town and is in the expensive price range . EOS_M what is the address and phone number ?,none none none EOS_Z1 none none none none none none none,south none expensive EOS_Z1 address none phone none none none none,name_SLOT is is . . .,name_SLOT is located at address_SLOT and their phone number is phone_SLOT .,30,13,True
641,2,"name_SLOT is an food_SLOT restaurant in the west part of town , and is in the moderate price range . EOS_M phone number , please .",none none none EOS_Z1 none none none none none none none,west none moderate EOS_Z1 none none phone none none none none,name_SLOT is is is . . .,name_SLOT 's phone number is phone_SLOT . is there anything else i can do for you tonight ?,27,19,True
642,2,they are located at address_SLOT EOS_M what is their postcode ?,none none none EOS_Z1 none none none none none none none,north none cheap EOS_Z1 none none none postcode none none none,name_SLOT is is . . .,the postcode is postcode_SLOT is there anything else i can help you with ?,12,15,True
