force_stable : True
cuda_device : 0
aux_device : 1
base_epoch : 0
eos_m_token : EOS_M
base_iter : 0
beam_len_bonus : 0.5
max_turn : 10
trunc_turn : 999
mode : unknown
m : SEDST
prev_z_method : none
last_turn_only : False
u_max_ts : 100
freq_thres : 0
intent : all
vocab_size : 1400
embedding_size : 50
hidden_size : 50
split : None
lr : 0.003
q_hidden_size : 50
lr_decay : 0.5
vocab_path : ./vocab/vocab10_slot_space.pkl
train : ./data/kvret/kvret_train_public.json
dev : ./data/kvret/kvret_dev_public.json
test : ./data/kvret/kvret_test_public.json
entity : ./data/kvret/kvret_entities.json
glove_path : ./data/glove/glove.6B.50d.txt
batch_size : 32
degree_size : 2
z_length : 8
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
cuda : False
spv_proportion : 50
alpha : 0.1
max_ts : 40
early_stop_count : 5
new_vocab : True
model_path : ./models/kvret.pkl
result_path : ./results/kvret.csv
teacher_force : 100
beam_search : False
beam_size : 5
sampling : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_latent,latent,generated_response,response,u_len,m_len,supervised
245,0,which one is gon na be the highest temperature in fresno this week ?,highest temperature fresno EOS_Z1 date location weather_attribute,highest temperature fresno EOS_Z1 date location weather_attribute,it will be temperature in fresno on tuesday,monday in fresno will have the highest temperature of temperature_SLOT,15,11,False
101,0,can you find out for me the date and party attending my dinner ?,dinner EOS_Z1 date event time,dinner EOS_Z1 date event party,your dinner is at time_SLOT with party_SLOT .,your dinner is on date_SLOT with your party_SLOT .,15,10,False
171,0,can you give me the weather this week for new york city,new york EOS_Z1 location location weather_attribute,EOS_Z1 date location,what city would you like to know about the weather for ?,"in new york , it will be raining monday and tuesday , snowing wednesday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on friday , weather_attribute_SLOT on saturday , and weather_attribute_SLOT on sunday .",13,33,False
178,0,find location and address to home that is nearest me .,home EOS_Z1 address poi_type,home EOS_Z1 address poi_type,poi_SLOT is distance_SLOT away .,your home is at address_SLOT,12,6,False
63,0,tell me all the event and meeting scheduled on my calendar for today,meeting EOS_Z1 date event,EOS_Z1 event,what time would you like to know the reminder for ?,today you have a time_SLOT meeting with party_SLOT to agenda_SLOT .,14,12,False
136,0,will there be clear sky in san francisco on friday ?,clear sky francisco francisco EOS_Z1 date location weather_attribute,clear sky friday san francisco EOS_Z1 date location weather_attribute,it will not be sky in francisco on clear clear .,on friday on san francisco the weather will be weather_attribute_SLOT with a high of temperature_SLOT .,12,17,False
42,0,"remind me about my yoga activity with mother on the 15th of this month , it is at 3pm .",15th mother yoga activity 3pm EOS_Z1 date event,15th mother yoga activity 3pm EOS_Z1 date event party time,i will set a reminder for yoga activity with mother on the 15th of this month with mother .,"okay , i will remind you of your yoga activity with your mother scheduled on the 15th of this month .",21,22,False
172,0,i need the quickest route to a pizza restaurant near me .,pizza restaurant EOS_Z1 poi_type poi_type,pizza EOS_Z1 distance poi_type,poi_SLOT is distance_SLOT away .,there is n't any traffic to poi_SLOT at address_SLOT it will be a distance_SLOT drive .,13,17,False
159,0,what time is my doctor 's appointment and who is going with me ?,doctor EOS_Z1 event event time,doctor EOS_Z1 event party time,you have two doctor 's appointment scheduled . one on date_SLOT with your party_SLOT and the last one on the date_SLOT with party_SLOT and one on the date_SLOT with your party_SLOT .,"your doctor 's appointment at time_SLOT , your party_SLOT will be going .",15,14,False
62,0,what will be the temperature in manhattan on wednesday ?,wednesday manhattan EOS_Z1 date location weather_attribute,wednesday manhattan EOS_Z1 date location weather_attribute,what city do you want the weather for ?,it appears a if there will be a low of temperature_SLOT and a high of temperature_SLOT .,11,18,False
107,0,where doe my friend live ?,friend EOS_Z1 address,friend EOS_Z1 poi_type,jill life at address_SLOT ave .,tom life at address_SLOT ave .,7,7,False
295,0,what is the date and time for my yoga activity ?,yoga activity EOS_Z1 date event time,yoga activity EOS_Z1 date event time,your next yoga activity is on date_SLOT at time_SLOT with party_SLOT and another on the date_SLOT at time_SLOT with party_SLOT and another on the date_SLOT at time_SLOT with party_SLOT and another on the date_SLOT at time_SLOT with party_SLOT and another,you have two yoga activity scheduled . one on date_SLOT at time_SLOT and another on the date_SLOT at time_SLOT .,12,21,False
292,0,"please give me the address and direction to home within 5 mile of here , avoiding all heavy traffic .",home EOS_Z1 address poi_type,home EOS_Z1 address poi traffic_info,poi_SLOT is distance_SLOT away at address_SLOT,i 'm sorry the only route home ha heavy traffic . it will be a distance_SLOT drive to 10ames street,21,21,False
118,0,info about football please .,football EOS_Z1 date event time,football EOS_Z1 date event party time,you have a football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football football,your event_SLOT is on date_SLOT at time_SLOT with your party_SLOT .,6,12,False
87,0,will it be foggy on tuesday in redwood city ?,foggy tuesday redwood city EOS_Z1 date location weather_attribute,foggy tuesday redwood city EOS_Z1 date location weather_attribute,it will not be foggy in redwood city this tuesday .,it will be weather_attribute_SLOT but not foggy in redwood city on tuesday .,11,14,False
218,0,what time is the doctor appointment and who is attending ?,doctor appointment EOS_Z1 date event time,doctor appointment EOS_Z1 event party time,you have two doctor appointment scheduled . one on the date_SLOT with party_SLOT and one on the date_SLOT with party_SLOT and one on the date_SLOT with party_SLOT and one on the date_SLOT with party_SLOT and one on the date_SLOT with,"which one ? i have two , one with your party_SLOT on the date_SLOT , and one with party_SLOT on the date_SLOT .",12,24,False
47,0,is it gon na snow in durham during the week ?,snow durham EOS_Z1 date location weather_attribute,snow week durham EOS_Z1 date location weather_attribute,it will not be snow in durham on the next week .,durham doe not have any snow predicted this week .,12,11,False
226,0,schedule a conference with the bos for this month on the 5th at 1pm .,5th bos conference 1pm EOS_Z1 date event time,bos conference 1pm EOS_Z1 date event party time,i have set a reminder for the conference with your conference with the 5th at 1pm .,"okay , i am scheduling a conference with your bos for the 5th of this month at 1pm .",16,20,False
9,0,what is the highest temperature in brentwood over the next two day ?,highest temperature two day EOS_Z1 date location weather_attribute,highest temperature brentwood EOS_Z1 date location weather_attribute,"it will be temperature in two on tuesday in two , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT on tuesday , temperature_SLOT",it will be temperature_SLOT on tuesday in brentwood .,14,10,False
230,0,hi car i would like to schedule a reminder for my tennis activity at 5pm on the tenth with jon,tenth tennis activity 5pm EOS_Z1 date event party,10th jon tennis 5pm EOS_Z1 date event party time,"okay , setting reminder for tennis activity with tenth at 5pm .","okay , scheduling a reminder for your tennis activity at 5pm on the date_SLOT with jon",21,17,False
0,0,remind me to take my pill,EOS_Z1 date,EOS_Z1 event,what day and time would you like to know if it 's going to be of ?,what time do you need to take your pill ?,7,11,False
142,0,schedule a dentist appointment at 3 next month on the 12th,12th dentist dentist appointment EOS_Z1 date event,12th dentist appointment 3pm EOS_Z1 date event time,what time would you like the appointment for ?,"i 've scheduled a dentist appointment for time_SLOT on the 12th , anything else ?",12,16,False
185,1,the weather in cleveland on thursday will have weather_attribute_SLOT and a high of temperature_SLOT . EOS_M thanks,thursday cleveland EOS_Z1,thursday cleveland EOS_Z1,you 're welcome !,anytime !,18,3,False
41,1,"on friday , the highest temperature in mountain view is predicted to be temperature_SLOT EOS_M thanks .",highest temperature friday mountain view EOS_Z1,highest temperature friday mountain view EOS_Z1,you 're welcome .,anytime,18,2,False
283,1,your next meeting is with your party_SLOT on the date_SLOT at time_SLOT . EOS_M thank you .,meeting EOS_Z1,meeting EOS_Z1,you are welcome .,you 're welcome .,18,5,False
267,1,you have a conference on the date_SLOT at time_SLOT with party_SLOT EOS_M thanks,conference EOS_Z1,conference EOS_Z1,you are welcome,happy to help,14,4,False
281,1,your lab appointment is at time_SLOT with party_SLOT and another one at time_SLOT with party_SLOT . EOS_M thanks !,lab appointment EOS_Z1,lab appointment EOS_Z1,you are welcome .,my pleasure .,20,4,False
167,1,this week the highest temperature in cleveland will be temperature_SLOT on saturday EOS_M thank you .,highest temperature cleveland EOS_Z1,highest temperature cleveland EOS_Z1,you 're welcome !,you 're welcome !,17,5,False
188,1,"okay , scheduling a swimming activity with your brother for the 7th at 11am . EOS_M great , thank you .",7th brother swimming activity 11am EOS_Z1,7th brother swimming activity 11am EOS_Z1,you 're welcome,glad to help,22,4,False
222,1,"in san mateo it will be weather_attribute_SLOT on saturday , and weather_attribute_SLOT on sunday EOS_M okay , thank you",weekend san mateo EOS_Z1,san mateo EOS_Z1,you 're welcome !,you 're welcome,20,4,False
152,1,you have two event_SLOT scheduled . one on date_SLOT at time_SLOT and the other on the date_SLOT at time_SLOT . EOS_M thank you kindly .,swimming EOS_Z1,swimming activity EOS_Z1,you are welcome,no problem .,26,4,False
89,1,yoga is with party_SLOT at time_SLOT . EOS_M thanks .,yoga EOS_Z1,yoga EOS_Z1,you 're welcome,you are welcome .,11,5,False
245,1,monday in fresno will have the highest temperature of temperature_SLOT EOS_M thank you .,highest temperature fresno EOS_Z1,highest temperature fresno EOS_Z1,you 're welcome !,you are welcome .,15,5,False
101,1,your dinner is on date_SLOT with your party_SLOT . EOS_M thanks .,dinner EOS_Z1,dinner EOS_Z1,you 're welcome,you 're welcome,13,4,False
171,1,"in new york , it will be raining monday and tuesday , snowing wednesday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on friday , weather_attribute_SLOT on saturday , and weather_attribute_SLOT on sunday . EOS_M then no clear sky for me , i 'm sad.. thank you car !",new sky sad.. york,EOS_Z1,i have a great day .,you 're welcome.. patience !,48,6,False
178,1,"your home is at address_SLOT EOS_M thanks , set the gps for there .",home EOS_Z1,home EOS_Z1,"gps set , we 're welcome .",no problem,15,3,False
63,1,today you have a time_SLOT meeting with party_SLOT to agenda_SLOT . EOS_M thank you .,meeting EOS_Z1 EOS_Z1,EOS_Z1 event,you are welcome .,you are welcome .,16,5,False
136,1,on friday on san francisco the weather will be weather_attribute_SLOT with a high of temperature_SLOT . EOS_M thanks .,clear sky francisco francisco EOS_Z1,clear sky friday san francisco EOS_Z1,you 're welcome .,anytime .,20,3,False
42,1,"okay , i will remind you of your yoga activity with your mother scheduled on the 15th of this month . EOS_M schedule it for 3pm .",15th mother yoga activity 3pm EOS_Z1 date EOS_Z1,15th mother yoga activity 3pm EOS_Z1 event time,i 've set the activity scheduled for 3pm on the 15th of this month with mother .,setting reminder for yoga activity with your mother on the 15th at 3pm,28,14,False
172,1,there is n't any traffic to poi_SLOT at address_SLOT it will be a distance_SLOT drive . EOS_M pick the quickest route and let 's go there please,pizza restaurant EOS_Z1 distance,pizza EOS_Z1 distance,"i sent the info on your screen , drive carefully !",quickest route with no traffic set for poi_SLOT . have a great day .,28,15,False
159,1,"your doctor 's appointment at time_SLOT , your party_SLOT will be going . EOS_M okay perfect , thank you !",doctor EOS_Z1 EOS_Z1,doctor EOS_Z1,you are welcome,happy to help,21,4,False
62,1,it appears a if there will be a low of temperature_SLOT and a high of temperature_SLOT . EOS_M thank you car !,wednesday manhattan EOS_Z1,wednesday manhattan EOS_Z1,you 're welcome !,you 're welcome !,23,5,False
107,1,tom life at address_SLOT ave . EOS_M ok set the gps . thanks .,friend EOS_Z1,friend EOS_Z1,"you 're welcome , have a great day .","i did , you 're welcome !",15,8,False
295,1,you have two yoga activity scheduled . one on date_SLOT at time_SLOT and another on the date_SLOT at time_SLOT . EOS_M thank you .,yoga activity EOS_Z1,yoga activity EOS_Z1,you 're welcome,have a great day .,25,6,False
292,1,i 'm sorry the only route home ha heavy traffic . it will be a distance_SLOT drive to 10ames street EOS_M ok that will do . thank you .,home EOS_Z1,home EOS_Z1,you 're welcome !,you 're very welcome !,30,6,False
118,1,"your event_SLOT is on date_SLOT at time_SLOT with your party_SLOT . EOS_M thanks , that 's all .",football EOS_Z1,football EOS_Z1,you 're welcome,happy to help,19,4,False
87,1,it will be weather_attribute_SLOT but not foggy in redwood city on tuesday . EOS_M thank you,foggy tuesday redwood city EOS_Z1,foggy tuesday redwood city EOS_Z1,you 're welcome .,glad i could help out,17,6,False
218,1,"which one ? i have two , one with your party_SLOT on the date_SLOT , and one with party_SLOT on the date_SLOT . EOS_M the 9th . thank you .",doctor 9th appointment EOS_Z1,doctor appointment EOS_Z1 date,the 9th is the doctor 's appointment with the doctor 's 9th with your doctor 's appointment .,the appointment on the 9th is at time_SLOT .,31,10,False
47,1,durham doe not have any snow predicted this week . EOS_M thank you .,snow durham EOS_Z1,snow week durham EOS_Z1,you 're welcome !,you are welcome .,15,5,False
226,1,"okay , i am scheduling a conference with your bos for the 5th of this month at 1pm . EOS_M great , thanks .",5th 5th conference 1pm EOS_Z1,bos conference 1pm EOS_Z1,you 're welcome,no problem !,25,4,False
9,1,it will be temperature_SLOT on tuesday in brentwood . EOS_M thank you very much car !,highest temperature two day brentwood EOS_Z1,highest temperature brentwood EOS_Z1,you 're welcome !,you 're very welcome !,17,6,False
230,1,"okay , scheduling a reminder for your tennis activity at 5pm on the date_SLOT with jon EOS_M perfect , thank you !",tenth tennis activity 5pm EOS_Z1,10th jon tennis 5pm EOS_Z1,you 're welcome,you are welcome,23,4,False
0,1,what time do you need to take your pill ? EOS_M i need to take my pill at 7pm .,7pm 7pm EOS_Z1,7pm EOS_Z1 event time,"okay , i 've set the reminder for your calendar at 7pm .",ok setting your medicine appointment for 7pm,21,8,False
142,1,"i 've scheduled a dentist appointment for time_SLOT on the 12th , anything else ? EOS_M can you confirm you set the dentist appointment for next month on the 12th ?",12th dentist appointment appointment EOS_Z1 date event event,dentist appointment 3pm EOS_Z1 date event time,your dentist appointment is on the date_SLOT at time_SLOT with party_SLOT .,i have scheduled the appointment .,32,7,False
85,0,is there a parking garage within 2 mile ?,mile garage EOS_Z1,2 mile parking garage EOS_Z1 distance poi_type,poi_SLOT is distance_SLOT away .,"yes , i have one listed that is distance_SLOT away .",10,12,True
29,0,find me the quickest route to the grocery store .,grocery store EOS_Z1 poi_type poi_type,grocery store EOS_Z1 poi_type traffic_info,poi_SLOT is distance_SLOT away .,poi_SLOT is the closest grocery store distance_SLOT away,11,9,True
34,0,check forecast for today and tomorrow,today EOS_Z1 date weather_attribute,today EOS_Z1 date weather_attribute,what city can i give you the weather forecast for ?,what city do you want to hear the forecast for ?,7,12,True
72,0,where can i get tea ?,tea EOS_Z1 distance poi_type,EOS_Z1 poi,there is a poi_SLOT distance_SLOT away .,poi_SLOT is distance_SLOT away and serf coffee and tea . do you want the address ?,7,17,True
299,0,please give me the address and direction via the shortest distance to the nearest pizza place .,pizza pizza address distance,pizza restaurant EOS_Z1 address distance poi_type,poi_SLOT is distance_SLOT away at address_SLOT,"the closest is poi_SLOT , distance_SLOT away at address_SLOT would you like direction there ?",18,16,True
134,0,is there a chance of snow in this week weather forecast,chance EOS_Z1 date weather_attribute,EOS_Z1 date weather_attribute,what city do you want the weather for ?,what city would you like to hear this weather information for ?,12,13,True
244,0,is it gon na be dry in redwood city in next few day ?,dry next few city EOS_Z1 date location weather_attribute,next few day dry redwood city EOS_Z1 date location weather_attribute,it will not be dry in few day in city this week .,what day would you like the forcast for ?,15,10,True
237,0,i need a coffee shop within 4 mile .,coffee EOS_Z1 address distance,coffee EOS_Z1 distance poi_type,poi_SLOT is distance_SLOT away .,poi_SLOT is distance_SLOT away at address_SLOT,10,7,True
73,0,is it going to be overcast or cloudy at all any day this week,overcast EOS_Z1 date weather_attribute,overcast EOS_Z1 date weather_attribute,what city are you in ?,what city do you want the weather for ?,15,10,True
22,0,where can i go shopping ?,shopping EOS_Z1 address poi_type,shopping EOS_Z1 poi_type,poi_SLOT is distance_SLOT away .,we 're distance_SLOT away from poi_SLOT and there is no traffic on our way,7,15,True
255,0,find the nearest shopping mall on the map,shopping mall distance poi_type,shopping EOS_Z1 distance poi_type,the closest shopping EOS_Z1 is distance_SLOT away .,the nearest one is poi_SLOT but there is a road block nearby . there is also poi_SLOT distance_SLOT farther but with no traffic on it direction,9,27,True
32,0,schedule meeting,meeting EOS_Z1 event event time,meeting EOS_Z1 event,what day and time would you like to schedule your meeting ?,schedule a meeting for what time and day ?,3,10,True
204,0,is it supposed to snow today,snow today EOS_Z1 date weather_attribute,snow today EOS_Z1 date weather_attribute,what city do you want the weather for ?,where would you like to know if it will snow ?,7,12,True
114,0,what 's the weather like in new york,new york EOS_Z1 date location weather_attribute,new york EOS_Z1 location,what day would you like to know about ?,is there a specific day you would like to know the weather for in new york ?,9,18,True
190,0,what is the date and location for my conference and who is attending ?,conference EOS_Z1 date event time,conference EOS_Z1 date event party,you have two conference scheduled . one on the date_SLOT with party_SLOT and the one on the date_SLOT with party_SLOT and the last one on the date_SLOT with party_SLOT and the last one on the date_SLOT with party_SLOT and the,"for which one ? i have two , one at time_SLOT and one at time_SLOT .",15,17,True
139,0,what 's the weather forecast,EOS_Z1 date,EOS_Z1 weather_attribute,what city do you want the weather for ?,what city are you inquiring about ?,6,8,True
76,0,what 's the weather forecast,EOS_Z1 date,EOS_Z1 weather_attribute,what city do you want the weather for ?,what city would you like the forecast for ?,6,10,True
187,0,is it going to be hot this weekend in boston ?,hot boston EOS_Z1 date location weather_attribute,hot boston EOS_Z1 date location weather_attribute,it will be hot in boston on sunday .,"the temperature in seattle will be high this week and the hottest day will be monday and tuesday with temperature_SLOT ( but pay attention , it 's gon na weather_attribute_SLOT too )",12,33,True
33,0,what is the weather going to be today and tomorrow,today EOS_Z1 date weather_attribute,today EOS_Z1 date weather_attribute,what city do you want the weather for ?,what city would you like to know the weather about ?,11,12,True
153,0,navigate home,home EOS_Z1 distance,EOS_Z1 poi,"there is a car collision nearby , we should be able to reach there",home is distance_SLOT away at address_SLOT,3,7,True
105,0,what 's the weather like today and tomorrow,today EOS_Z1 date weather_attribute,today EOS_Z1 date,what city do you want the weather for ?,what city are you wanting to know the weather for ?,9,12,True
53,0,what is the weather forecast for the weekend,weekend EOS_Z1 date weather_attribute,weekend EOS_Z1 date weather_attribute,what city do you want the weather for ?,for what city would you like to know that ?,9,11,True
294,0,take me to the mall to buy some clothes,EOS_Z1 address,EOS_Z1 poi_type,poi_SLOT is distance_SLOT away .,would you prefer poi_SLOT which is distance_SLOT away with no traffic or poi_SLOT which is distance_SLOT away with a road block nearby ?,10,24,True
300,0,give me a location to a local parking lot,parking EOS_Z1 distance poi_type,parking EOS_Z1 address poi_type,poi_SLOT is distance_SLOT away .,there 's a parking garage distance_SLOT away . would you like the name and address of it ?,10,19,True
21,0,take me to my friend 's house,friend EOS_Z1 distance,friend EOS_Z1 poi poi_type,"there is a friend friend 's house , and you should be there shortly .","your friend house is on address_SLOT street , there is moderate traffic on our way but we 're just distance_SLOT away",8,22,True
277,0,car what is the temperature going to be today and tomorrow,today EOS_Z1 date weather_attribute,today EOS_Z1 date weather_attribute,what city do you want the weather for ?,what city do you need the address_SLOT for ?,12,10,True
6,0,where is the closest grocery store,grocery store EOS_Z1 distance poi_type,grocery store EOS_Z1 distance poi_type,poi_SLOT is distance_SLOT away .,we are distance_SLOT away from poi_SLOT and from poi_SLOT : which one do you prefer ?,7,17,True
123,0,what 's the temperature going to be like this week,EOS_Z1 date,EOS_Z1 date weather_attribute,what city do you want the weather for ?,what city are you in ?,11,7,True
256,0,where can i get grocery ?,grocery EOS_Z1 address poi_type,grocery EOS_Z1 poi_type,poi_SLOT is distance_SLOT away .,poi_SLOT is distance_SLOT away .,7,6,True
104,0,is it going to rain in the next 7 day,rain EOS_Z1 date weather_attribute,rain EOS_Z1 date weather_attribute,what city would you like to know if it 's going to rain ?,where are you wanting to know if it 's going to rain or not ?,11,16,True
35,0,what 's the weather going to be like this week,EOS_Z1 date,EOS_Z1 date weather_attribute,what city do you want the weather for ?,what location should i look up the weekly forecast for ?,11,12,True
3,0,give me direction to the closest grocery store,grocery store EOS_Z1 distance poi_type,grocery store EOS_Z1 address poi_type,poi_SLOT is distance_SLOT away .,there are poi_SLOT distance_SLOT away and poi_SLOT distance_SLOT away . where do we go ?,9,16,True
85,1,"yes , i have one listed that is distance_SLOT away . EOS_M that 's great ! please pick the quickest route and send me the address on screen , thank you !",mile garage EOS_Z1 address poi_type,parking garage EOS_Z1 address distance,"i sent the info on your screen , drive carefully !","then let 's go at poi_SLOT , i sent the info on your screen !",33,16,True
29,1,"poi_SLOT is the closest grocery store distance_SLOT away EOS_M ok , please give me the address and direction via the quickest route .",grocery store EOS_Z1 address poi_type,grocery store EOS_Z1 address distance poi poi_type traffic_info,poi_SLOT is at address_SLOT,"setting navigation to address_SLOT now . there is a road block nearby , so drive carefully .",24,18,True
34,1,what city do you want to hear the forecast for ? EOS_M mountain view,today mountain view EOS_Z1 date location weather_attribute,today mountain view EOS_Z1 location,it will be weather_attribute_SLOT in mountain view .,it will be weather_attribute_SLOT today and weather_attribute_SLOT tomorrow in mountain view .,15,13,True
72,1,poi_SLOT is distance_SLOT away and serf coffee and tea . do you want the address ? EOS_M yes .,coffee EOS_Z1 address,EOS_Z1 poi,poi_SLOT is located at address_SLOT,palo alto is located at address_SLOT,20,7,True
299,1,"the closest is poi_SLOT , distance_SLOT away at address_SLOT would you like direction there ? EOS_M yes , please show me the route with the shortest distance , thank you !",pizza pizza poi,pizza restaurant EOS_Z1 distance poi,"i sent the info on your screen , drive carefully !",here is the shortest route to poi_SLOT .,32,9,True
134,1,"what city would you like to hear this weather information for ? EOS_M san mateo , please",san mateo EOS_Z1 date location weather_attribute,snow san mateo EOS_Z1 location,"it will be weather_attribute_SLOT in mateo on monday , weather_attribute_SLOT on sunday , weather_attribute_SLOT on tuesday , weather_attribute_SLOT on friday , weather_attribute_SLOT on friday , weather_attribute_SLOT on friday , weather_attribute_SLOT on friday , weather_attribute_SLOT on friday , weather_attribute_SLOT on friday",it will not snow in san mateo this week .,18,11,True
244,1,what day would you like the forcast for ? EOS_M the next few day please,dry next few day EOS_Z1 date location weather_attribute,next few day dry redwood city EOS_Z1 date,it will be dry on sunday in day .,it will not be dry in redwood city next week .,16,12,True
237,1,poi_SLOT is distance_SLOT away at address_SLOT EOS_M is there a quickest route to reach it ?,coffee EOS_Z1,coffee EOS_Z1 address distance poi poi_type traffic_info,there is no traffic on the route to poi_SLOT .,"setting navigation now for the quickest route . there is a road block nearby , so drive carefully .",17,20,True
73,1,what city do you want the weather for ? EOS_M i need this forecast information for the city of carson .,overcast carson EOS_Z1 date location weather_attribute,overcast carson EOS_Z1 location weather_attribute,there is no overcast in carson .,it wo n't be overcast or cloudy at all this week in carson,22,14,True
22,1,we 're distance_SLOT away from poi_SLOT and there is no traffic on our way EOS_M sound amazing . set the gps to go there .,shopping EOS_Z1 address,shopping EOS_Z1,setting gps to address_SLOT now .,"you got it , gps set .",26,8,True
255,1,the nearest one is poi_SLOT but there is a road block nearby . there is also poi_SLOT distance_SLOT farther but with no traffic on it direction EOS_M let 's go to ravenswood then .,shopping ravenswood distance,shopping center EOS_Z1 address distance poi poi_type,there is no traffic on our way,setting direction to address_SLOT,35,5,True
32,1,schedule a meeting for what time and day ? EOS_M i need it for saturday at 1pm with sale team to go over budget .,meeting sale meeting 1pm EOS_Z1 date event event,meeting sale team go over budget 1pm EOS_Z1 agenda date event party time,i 've set the reminder for meeting with your sale meeting with your sale meeting with your sale meeting with your sale meeting with sale meeting with sale meeting with your sale 1pm .,setting meeting for saturday at 1pm with sale team to go over budget .,26,15,True
204,1,where would you like to know if it will snow ? EOS_M i want to know about corona please .,snow today corona EOS_Z1 date location weather_attribute,snow today corona EOS_Z1 date location weather_attribute,it will be snow in corona on today .,no it 's not forecast to snow in corona today ; the forecast is weather_attribute_SLOT with a low of temperature_SLOT and a high of temperature_SLOT .,21,27,True
